ts,pid,cpu_percent,mem_percent,rss_kb,vsz_kb,threads
2026-07-09T13:11:48Z,97270,12.5,0.1,10792,1228612,7
2026-07-09T13:11:49Z,97270,3.1,0.1,11056,1228868,7
2026-07-09T13:11:50Z,97270,2.5,0.1,11132,1228868,7
2026-07-09T13:11:51Z,97270,2.6,0.1,11180,1229124,8
2026-07-09T13:11:52Z,97270,2.4,0.1,11028,1229124,8
2026-07-09T13:11:53Z,97270,2.3,0.1,10368,1229124,8
2026-07-09T13:11:54Z,97270,2.2,0.1,10684,1229124,8
2026-07-09T13:11:55Z,97270,2.1,0.1,10060,1229124,8
2026-07-09T13:11:56Z,97270,2.2,0.1,10172,1229124,8
2026-07-09T13:11:58Z,97270,2.2,0.1,10704,1229124,8
2026-07-09T13:11:59Z,97270,2.1,0.1,10176,1229124,8
2026-07-09T13:12:00Z,97270,2.1,0.1,9908,1229124,8
2026-07-09T13:12:01Z,97270,2.3,0.1,10068,1229124,8
2026-07-09T13:12:02Z,97270,2.3,0.1,10768,1229124,8
2026-07-09T13:12:03Z,97270,2.2,0.1,10768,1229124,8
2026-07-09T13:12:04Z,97270,2.2,0.1,10840,1229124,8
2026-07-09T13:12:05Z,97270,2.1,0.1,9836,1229124,8
2026-07-09T13:12:06Z,97270,2.2,0.1,10108,1229124,8
2026-07-09T13:12:07Z,97270,2.1,0.1,9780,1229124,8
2026-07-09T13:12:08Z,97270,2.1,0.1,10756,1229124,8
2026-07-09T13:12:09Z,97270,2.1,0.1,10776,1229124,8
2026-07-09T13:12:10Z,97270,2.1,0.1,10464,1229124,8
2026-07-09T13:12:12Z,97270,2.1,0.1,11068,1229124,8
2026-07-09T13:12:13Z,97270,2.1,0.1,10712,1229124,8
2026-07-09T13:12:14Z,97270,2.1,0.1,10744,1229124,8
2026-07-09T13:12:15Z,97270,2.1,0.1,10724,1229124,8
2026-07-09T13:12:16Z,97270,2.1,0.1,10464,1229124,8
2026-07-09T13:12:17Z,97270,2.2,0.1,10480,1229124,8
2026-07-09T13:12:18Z,97270,2.2,0.1,10580,1229124,8
2026-07-09T13:12:19Z,97270,2.1,0.1,10720,1229124,8
2026-07-09T13:12:20Z,97270,2.2,0.1,10800,1229124,8
2026-07-09T13:12:21Z,97270,2.2,0.1,10608,1229124,8
2026-07-09T13:12:22Z,97270,2.1,0.1,10544,1229124,8
2026-07-09T13:12:23Z,97270,2.1,0.1,10920,1229124,8
2026-07-09T13:12:24Z,97270,2.1,0.1,10964,1229124,8
2026-07-09T13:12:26Z,97270,2.1,0.1,10872,1229124,8
2026-07-09T13:12:27Z,97270,2.1,0.1,10420,1229124,8
2026-07-09T13:12:28Z,97270,2.1,0.1,10056,1229124,8
2026-07-09T13:12:29Z,97270,2.1,0.1,10824,1229124,8
2026-07-09T13:12:30Z,97270,2.1,0.1,10928,1229124,8
2026-07-09T13:12:31Z,97270,2.1,0.1,11284,1229124,8
2026-07-09T13:12:32Z,97270,2.1,0.1,10504,1229124,8
2026-07-09T13:12:33Z,97270,2.1,0.1,10312,1229124,8
2026-07-09T13:12:34Z,97270,2.1,0.1,10328,1229124,8
2026-07-09T13:12:35Z,97270,2.1,0.1,10708,1229124,8
2026-07-09T13:12:36Z,97270,2.1,0.1,10880,1229124,8
2026-07-09T13:12:37Z,97270,2.1,0.1,10172,1229124,8
2026-07-09T13:12:38Z,97270,2.1,0.1,10820,1229124,8
2026-07-09T13:12:40Z,97270,2.1,0.1,10356,1229124,8
2026-07-09T13:12:41Z,97270,2.1,0.1,10736,1229124,8
2026-07-09T13:12:42Z,97270,2.1,0.1,10196,1229124,8
2026-07-09T13:12:43Z,97270,2.1,0.1,11348,1229124,8
2026-07-09T13:12:44Z,97270,2.1,0.1,10936,1229124,8
2026-07-09T13:12:45Z,97270,2.1,0.1,10620,1229124,8
2026-07-09T13:12:46Z,97270,2.1,0.1,10392,1229124,8
2026-07-09T13:12:47Z,97270,2.1,0.1,10336,1229124,8
2026-07-09T13:12:48Z,97270,2.1,0.1,9764,1229124,8
2026-07-09T13:12:49Z,97270,2.1,0.1,10260,1229124,8
2026-07-09T13:12:50Z,97270,2.1,0.1,11220,1229124,8
2026-07-09T13:12:51Z,97270,2.1,0.1,10764,1229124,8
2026-07-09T13:12:52Z,97270,2.1,0.1,10068,1229124,8
2026-07-09T13:12:53Z,97270,2.1,0.1,10292,1229124,8
2026-07-09T13:12:54Z,97270,2.1,0.1,10292,1229124,8
2026-07-09T13:12:55Z,97270,2.0,0.1,10792,1229124,8
