ts,pid,cpu_percent,mem_percent,rss_kb,vsz_kb,threads
2026-07-09T13:03:09Z,94439,0.3,0.0,5644,1227716,6
2026-07-09T13:03:10Z,94439,0.2,0.0,5712,1227716,6
2026-07-09T13:03:11Z,94439,0.1,0.0,5712,1227716,6
2026-07-09T13:03:12Z,94439,0.1,0.0,5712,1227716,6
2026-07-09T13:03:13Z,94439,0.1,0.0,5712,1227716,6
2026-07-09T13:03:14Z,94439,0.1,0.0,5712,1227716,6
2026-07-09T13:03:15Z,94439,0.1,0.0,5712,1227716,6
2026-07-09T13:03:16Z,94439,0.0,0.0,5712,1227716,6
2026-07-09T13:03:17Z,94439,0.0,0.0,5712,1227716,6
2026-07-09T13:03:18Z,94439,0.0,0.0,5712,1227716,6
2026-07-09T13:03:19Z,94439,0.0,0.0,5712,1227716,6
2026-07-09T13:03:20Z,94439,0.0,0.0,5712,1227716,6
2026-07-09T13:03:21Z,94439,0.0,0.0,5716,1227716,6
2026-07-09T13:03:23Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:24Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:25Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:26Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:27Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:28Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:29Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:30Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:31Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:33Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:34Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:35Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:36Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:37Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:38Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:39Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:40Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:41Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:42Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:44Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:45Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:46Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:47Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:48Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:49Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:50Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:51Z,94439,0.0,0.0,5720,1227972,7
2026-07-09T13:03:53Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:03:54Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:03:55Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:03:56Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:03:57Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:03:58Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:03:59Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:04:00Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:04:01Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:04:02Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:04:03Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:04:05Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:04:06Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:04:07Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:04:08Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:04:09Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:04:10Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:04:11Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:04:12Z,94439,0.0,0.0,5724,1227972,7
2026-07-09T13:04:13Z,94439,0.0,0.0,5724,1227972,7
