ts,pid,cpu_percent,mem_percent,rss_kb,vsz_kb,threads
2026-07-09T13:16:07Z,98784,45.4,0.3,19112,1228612,7
2026-07-09T13:16:08Z,98784,13.9,0.7,44072,1228932,7
2026-07-09T13:16:09Z,98784,7.2,0.7,44192,1228932,7
2026-07-09T13:16:10Z,98784,5.5,0.8,48420,1229188,7
2026-07-09T13:16:11Z,98784,4.4,0.8,49140,1229444,8
2026-07-09T13:16:12Z,98784,3.5,0.8,49148,1229444,8
2026-07-09T13:16:13Z,98784,3.1,0.8,49152,1229444,8
2026-07-09T13:16:14Z,98784,2.8,0.8,49172,1229508,8
2026-07-09T13:16:15Z,98784,2.6,0.8,49184,1229508,8
2026-07-09T13:16:16Z,98784,2.3,0.8,49640,1229508,8
2026-07-09T13:16:17Z,98784,2.1,0.8,49840,1229764,8
2026-07-09T13:16:18Z,98784,2.0,0.8,48192,1229764,8
2026-07-09T13:16:19Z,98784,1.9,0.8,48204,1229764,8
2026-07-09T13:16:20Z,98784,1.8,0.8,48220,1229764,8
2026-07-09T13:16:21Z,98784,1.7,0.8,48232,1229764,8
2026-07-09T13:16:22Z,98784,1.7,0.8,48240,1229764,8
2026-07-09T13:16:23Z,98784,1.6,0.8,48252,1229764,8
2026-07-09T13:16:24Z,98784,1.5,0.8,48268,1229764,8
2026-07-09T13:16:25Z,98784,1.5,0.8,48268,1229764,8
2026-07-09T13:16:26Z,98784,1.5,0.8,48272,1229828,8
2026-07-09T13:16:28Z,98784,1.4,0.8,48272,1229828,8
2026-07-09T13:16:29Z,98784,1.4,0.8,48272,1229828,8
2026-07-09T13:16:30Z,98784,1.3,0.8,48280,1229828,8
2026-07-09T13:16:31Z,98784,1.3,0.8,48368,1229828,8
2026-07-09T13:16:32Z,98784,1.3,0.7,47688,1229828,8
2026-07-09T13:16:33Z,98784,1.3,0.7,47688,1229828,8
2026-07-09T13:16:34Z,98784,1.2,0.7,47688,1229828,8
2026-07-09T13:16:35Z,98784,1.2,0.7,47688,1229828,8
2026-07-09T13:16:36Z,98784,1.2,0.7,47688,1229828,8
2026-07-09T13:16:37Z,98784,1.2,0.7,47688,1229828,8
2026-07-09T13:16:38Z,98784,1.2,0.7,45256,1229828,8
2026-07-09T13:16:39Z,98784,1.2,0.7,45256,1229828,8
2026-07-09T13:16:40Z,98784,1.1,0.7,45256,1229828,8
2026-07-09T13:16:41Z,98784,1.1,0.7,45256,1229828,8
2026-07-09T13:16:42Z,98784,1.1,0.7,45304,1229828,8
2026-07-09T13:16:43Z,98784,1.1,0.7,45304,1229828,8
2026-07-09T13:16:44Z,98784,1.1,0.7,45304,1229828,8
2026-07-09T13:16:45Z,98784,1.1,0.7,45304,1229828,8
2026-07-09T13:16:46Z,98784,1.1,0.7,45304,1229828,8
2026-07-09T13:16:47Z,98784,1.1,0.7,45304,1229828,8
2026-07-09T13:16:48Z,98784,1.1,0.7,45320,1229828,8
2026-07-09T13:16:49Z,98784,1.1,0.7,46056,1229828,8
2026-07-09T13:16:50Z,98784,1.0,0.7,46056,1229828,8
2026-07-09T13:16:51Z,98784,1.0,0.7,46056,1229828,8
2026-07-09T13:16:52Z,98784,1.0,0.7,46056,1229828,8
2026-07-09T13:16:53Z,98784,1.0,0.7,46056,1229828,8
2026-07-09T13:16:54Z,98784,1.0,0.7,46056,1229828,8
2026-07-09T13:16:55Z,98784,1.0,0.7,46060,1229828,8
2026-07-09T13:16:57Z,98784,1.0,0.7,46060,1229828,8
2026-07-09T13:16:58Z,98784,1.0,0.7,46060,1229828,8
2026-07-09T13:16:59Z,98784,1.0,0.7,46064,1229828,8
2026-07-09T13:17:00Z,98784,1.0,0.7,46064,1229828,8
2026-07-09T13:17:01Z,98784,1.0,0.7,46064,1229828,8
2026-07-09T13:17:02Z,98784,1.0,0.7,46072,1229828,8
2026-07-09T13:17:03Z,98784,1.0,0.7,44496,1229828,8
2026-07-09T13:17:04Z,98784,1.0,0.7,44496,1229828,8
2026-07-09T13:17:05Z,98784,1.0,0.7,44496,1229828,8
2026-07-09T13:17:06Z,98784,1.0,0.7,44504,1229828,8
2026-07-09T13:17:07Z,98784,1.0,0.7,44516,1229828,8
2026-07-09T13:17:08Z,98784,1.0,0.7,44516,1229828,8
2026-07-09T13:17:09Z,98784,1.0,0.7,44516,1229828,8
2026-07-09T13:17:10Z,98784,0.9,0.7,44516,1229828,8
2026-07-09T13:17:11Z,98784,1.0,0.7,44516,1229828,8
2026-07-09T13:17:12Z,98784,0.9,0.7,44516,1229828,8
2026-07-09T13:17:13Z,98784,0.9,0.7,44520,1229828,8
2026-07-09T13:17:14Z,98784,0.9,0.7,44160,1229828,8
