ts,pid,cpu_percent,mem_percent,rss_kb,vsz_kb,threads
2026-07-09T13:22:35Z,101037,12.5,0.1,10408,1228292,7
2026-07-09T13:22:36Z,101037,1.7,0.1,10412,1228868,8
2026-07-09T13:22:37Z,101037,1.3,0.1,10928,1228868,8
2026-07-09T13:22:38Z,101037,0.9,0.1,10984,1228868,8
2026-07-09T13:22:39Z,101037,1.1,0.1,11044,1228868,8
2026-07-09T13:22:40Z,101037,0.9,0.1,11048,1228868,8
2026-07-09T13:22:41Z,101037,0.9,0.1,11048,1228868,8
2026-07-09T13:22:42Z,101037,1.0,0.1,10284,1228868,8
2026-07-09T13:22:43Z,101037,0.9,0.1,10172,1228868,8
2026-07-09T13:22:44Z,101037,0.9,0.1,10496,1228868,8
2026-07-09T13:22:45Z,101037,0.8,0.1,10304,1228868,8
2026-07-09T13:22:47Z,101037,0.8,0.1,11056,1228868,8
2026-07-09T13:22:48Z,101037,0.8,0.1,11064,1228868,8
2026-07-09T13:22:49Z,101037,0.8,0.1,11064,1228868,8
2026-07-09T13:22:50Z,101037,0.8,0.1,10376,1228868,8
2026-07-09T13:22:51Z,101037,0.8,0.1,9160,1228868,8
2026-07-09T13:22:52Z,101037,0.8,0.1,10328,1228868,8
2026-07-09T13:22:53Z,101037,0.8,0.1,10344,1228868,8
2026-07-09T13:22:54Z,101037,0.8,0.1,10376,1228868,8
2026-07-09T13:22:55Z,101037,0.8,0.1,10280,1228868,8
2026-07-09T13:22:56Z,101037,0.8,0.1,10592,1228868,8
2026-07-09T13:22:57Z,101037,0.8,0.1,10180,1228868,8
2026-07-09T13:22:58Z,101037,0.8,0.1,8988,1228868,8
2026-07-09T13:22:59Z,101037,0.8,0.1,9168,1228868,8
2026-07-09T13:23:00Z,101037,0.8,0.1,9392,1228868,8
2026-07-09T13:23:01Z,101037,0.8,0.1,10924,1228868,8
2026-07-09T13:23:02Z,101037,0.8,0.1,11056,1228868,8
2026-07-09T13:23:03Z,101037,0.8,0.1,9456,1228868,8
2026-07-09T13:23:04Z,101037,0.8,0.1,10564,1228868,8
2026-07-09T13:23:05Z,101037,0.8,0.1,9988,1228868,8
2026-07-09T13:23:06Z,101037,0.8,0.1,9500,1228868,8
2026-07-09T13:23:07Z,101037,0.8,0.1,9724,1228868,8
2026-07-09T13:23:08Z,101037,0.8,0.1,10036,1228868,8
2026-07-09T13:23:09Z,101037,0.8,0.1,9908,1228868,8
2026-07-09T13:23:11Z,101037,0.8,0.1,9332,1228868,8
2026-07-09T13:23:12Z,101037,0.8,0.1,9876,1228868,8
2026-07-09T13:23:13Z,101037,0.8,0.1,9492,1228868,8
2026-07-09T13:23:14Z,101037,0.8,0.1,9520,1228868,8
2026-07-09T13:23:15Z,101037,0.8,0.1,10540,1228868,8
2026-07-09T13:23:16Z,101037,0.8,0.1,10156,1228868,8
2026-07-09T13:23:17Z,101037,0.8,0.1,10052,1228868,8
2026-07-09T13:23:18Z,101037,0.8,0.1,11068,1228868,8
2026-07-09T13:23:19Z,101037,0.7,0.1,9724,1228868,8
2026-07-09T13:23:20Z,101037,0.8,0.1,9548,1228868,8
2026-07-09T13:23:21Z,101037,0.8,0.1,10100,1228868,8
2026-07-09T13:23:22Z,101037,0.8,0.1,10020,1228868,8
2026-07-09T13:23:23Z,101037,0.8,0.1,9188,1228868,8
2026-07-09T13:23:24Z,101037,0.8,0.1,9580,1228868,8
2026-07-09T13:23:25Z,101037,0.8,0.1,10092,1228868,8
2026-07-09T13:23:26Z,101037,0.8,0.1,9276,1228868,8
2026-07-09T13:23:27Z,101037,0.8,0.1,9380,1228868,8
2026-07-09T13:23:28Z,101037,0.8,0.1,9156,1228868,8
2026-07-09T13:23:29Z,101037,0.8,0.1,9780,1228868,8
2026-07-09T13:23:30Z,101037,0.8,0.1,9276,1228868,8
2026-07-09T13:23:31Z,101037,0.8,0.1,9884,1228868,8
2026-07-09T13:23:32Z,101037,0.8,0.1,9220,1228868,8
2026-07-09T13:23:34Z,101037,0.8,0.1,9668,1228868,8
2026-07-09T13:23:35Z,101037,0.8,0.1,10212,1228868,8
2026-07-09T13:23:36Z,101037,0.8,0.1,10364,1228868,8
2026-07-09T13:23:37Z,101037,0.7,0.1,9340,1228868,8
2026-07-09T13:23:38Z,101037,0.8,0.1,10048,1228868,8
2026-07-09T13:23:39Z,101037,0.8,0.1,10564,1228868,8
2026-07-09T13:23:40Z,101037,0.8,0.1,10564,1228868,8
2026-07-09T13:23:41Z,101037,0.8,0.1,10564,1228868,8
2026-07-09T13:23:42Z,101037,0.8,0.1,10436,1228868,8
2026-07-09T13:23:43Z,101037,0.7,0.1,9548,1228868,8
