ts,pid,cpu_percent,mem_percent,rss_kb,vsz_kb,threads
2026-07-09T12:56:36Z,92340,0.0,0.0,5748,1227972,6
2026-07-09T12:56:37Z,92340,0.0,0.0,5748,1227972,6
2026-07-09T12:56:38Z,92340,0.1,0.0,5816,1227972,6
2026-07-09T12:56:39Z,92340,0.1,0.0,5888,1227972,6
2026-07-09T12:56:41Z,92340,0.1,0.0,5976,1227972,6
2026-07-09T12:56:42Z,92340,0.1,0.1,6068,1227972,7
2026-07-09T12:56:43Z,92340,0.1,0.1,6156,1227972,7
2026-07-09T12:56:44Z,92340,0.0,0.1,6284,1227972,7
2026-07-09T12:56:45Z,92340,0.0,0.1,6428,1227972,7
2026-07-09T12:56:46Z,92340,0.0,0.1,6556,1227972,7
2026-07-09T12:56:47Z,92340,0.0,0.1,6696,1227972,7
2026-07-09T12:56:48Z,92340,0.0,0.1,6720,1227972,7
2026-07-09T12:56:49Z,92340,0.0,0.1,6720,1227972,7
2026-07-09T12:56:50Z,92340,0.0,0.1,6836,1227972,7
2026-07-09T12:56:51Z,92340,0.1,0.1,7132,1227972,7
2026-07-09T12:56:52Z,92340,0.1,0.1,7260,1227972,7
2026-07-09T12:56:53Z,92340,0.0,0.1,7316,1227972,7
2026-07-09T12:56:54Z,92340,0.0,0.1,7428,1227972,7
2026-07-09T12:56:56Z,92340,0.0,0.1,7544,1227972,7
2026-07-09T12:56:57Z,92340,0.0,0.1,7708,1227972,7
2026-07-09T12:56:58Z,92340,0.0,0.1,7856,1227972,7
2026-07-09T12:56:59Z,92340,0.1,0.1,8604,1228292,8
2026-07-09T12:57:00Z,92340,0.1,0.1,8656,1228292,8
2026-07-09T12:57:01Z,92340,0.1,0.1,8700,1228292,8
2026-07-09T12:57:02Z,92340,0.1,0.1,8708,1228292,8
2026-07-09T12:57:03Z,92340,0.1,0.1,8732,1228548,8
2026-07-09T12:57:04Z,92340,0.1,0.1,8732,1228548,8
2026-07-09T12:57:05Z,92340,0.1,0.1,8736,1228548,8
2026-07-09T12:57:06Z,92340,0.1,0.1,8752,1228548,8
2026-07-09T12:57:07Z,92340,0.1,0.1,8760,1228548,8
2026-07-09T12:57:08Z,92340,0.1,0.1,8764,1228548,8
2026-07-09T12:57:09Z,92340,0.1,0.1,8792,1228548,8
2026-07-09T12:57:11Z,92340,0.1,0.1,8796,1228548,8
2026-07-09T12:57:12Z,92340,0.1,0.1,8800,1228548,8
2026-07-09T12:57:13Z,92340,0.1,0.1,8824,1228548,8
2026-07-09T12:57:14Z,92340,0.1,0.1,8824,1228548,8
2026-07-09T12:57:15Z,92340,0.1,0.1,8840,1228548,8
2026-07-09T12:57:16Z,92340,0.1,0.1,8860,1228548,8
2026-07-09T12:57:17Z,92340,0.1,0.1,8864,1228548,8
2026-07-09T12:57:18Z,92340,0.1,0.1,8880,1228548,8
2026-07-09T12:57:19Z,92340,0.1,0.1,8924,1228548,8
2026-07-09T12:57:20Z,92340,0.1,0.1,9032,1228548,8
2026-07-09T12:57:21Z,92340,0.1,0.1,9412,1228868,8
2026-07-09T12:57:22Z,92340,0.1,0.1,9560,1228868,8
2026-07-09T12:57:23Z,92340,0.1,0.1,9568,1228868,8
2026-07-09T12:57:25Z,92340,0.1,0.1,9572,1228868,8
2026-07-09T12:57:26Z,92340,0.1,0.1,9620,1228868,8
2026-07-09T12:57:27Z,92340,0.1,0.1,9632,1228868,8
2026-07-09T12:57:28Z,92340,0.1,0.1,9656,1228868,8
2026-07-09T12:57:29Z,92340,0.1,0.1,9664,1228868,8
2026-07-09T12:57:30Z,92340,0.1,0.1,9680,1228868,8
2026-07-09T12:57:31Z,92340,0.1,0.1,9684,1228868,8
2026-07-09T12:57:32Z,92340,0.1,0.1,9692,1228868,8
2026-07-09T12:57:33Z,92340,0.1,0.1,9700,1228868,8
2026-07-09T12:57:34Z,92340,0.1,0.1,9708,1228868,8
2026-07-09T12:57:35Z,92340,0.1,0.1,9720,1228868,8
2026-07-09T12:57:36Z,92340,0.1,0.1,9728,1228868,8
2026-07-09T12:57:37Z,92340,0.1,0.1,9732,1228868,8
2026-07-09T12:57:38Z,92340,0.1,0.1,9740,1228868,8
2026-07-09T12:57:39Z,92340,0.1,0.1,9740,1228868,8
2026-07-09T12:57:40Z,92340,0.1,0.1,9740,1228868,8
